CitingPaperID,PaperID
3119359492,2883633619
3125469254,3046581048
3126054844,2886512263
3131216681,2908779983
3138756672,3043042346
3162014298,3036188798
3165752835,2964332293
3165804095,3015622078
3166172903,2889074857
3174647747,2952585581
3183074569,3109607089
3198565351,3001398212
3203293076,3014692697
3204657353,2953767368
3209251507,3021447918
4205278403,4239044229
4213376220,2943820258
4220671627,3036188798
4220930716,3047132168
4225275442,3047132168
4225426166,2979682407
4225426166,2989672233
4245010546,2952209611
4280492168,3032390071
4294169828,2886714195
4296117668,3016902371
4313530371,3106386073
4318617877,2981916298
4320340857,3037453696
4321487644,3092486269
4353034011,2963000270
4361802251,2995386795
4386276968,3010420310
2888628769,2793738252
2969730044,2946128840
2979967849,2794998414
2997407326,2794306468
2997407326,3098977856
3024491268,2793738252
3032382072,2806276027
3043188430,2911168426
3086693098,2883145566
3112457179,2976496960
3118786404,3037021418
3128187087,2953739743
3131107632,2805036395
3131982614,3016902371
3132349099,2797276369
3133681621,2807736098
3133750857,2974734886
3138867720,3047429858
3163486838,3047132168
3163486838,3106386073
3164291307,2797861618
3165357777,3047132168
3168716205,2889698477
3169940920,3002338557
3171157285,2908779983
3182872784,3101517546
3182912068,2902765743
3183769392,2793738252
3185191831,2793738252
3193307848,2963846090
3194700959,3033201346
3195203547,3082965635
3195412900,3033201346
3198368556,2937611850
3202642831,3032390071
3204041869,2979996516
3205176864,2802202684
3206873707,2913994064
3210596441,3016902371
3210596441,3095866569
3210907489,3093161381
4200590453,2920944394
4205733220,3106386073
4205737513,398139808
4206958974,398139808
4211034950,3014692697
4212832876,3106386073
4212862357,3037021418
4212905728,3109607089
4213102636,3099770591
4213115099,2886512263
4213115099,3013844373
4213415515,3032390071
4214713534,3102781630
4214874090,3010420310
4224287519,2804758507
4225275415,2991954441
4225328367,3106386073
4226022936,2939094421
4226022936,3000476650
4248693197,2886512263
4281250006,3106386073
4281800471,2781731418
4285388465,3125832090
4290599980,3046581048
4293513344,3016902371
4297338321,3106386073
4297813722,2920643280
4300689328,2976496960
4307632201,2802061718
4308571717,2784547979
4308747005,2886512263
4317040725,2974754380
4318817899,2807736098
4319211512,2903744671
4319338707,2999912861
4323927735,2834352034
4372355853,3100243261
4381704873,2989672233
4384133380,398139808
4385736118,2802029158
4385736118,2913520768
4385847725,2902096938
4386098111,3109607089
4387134506,2904785914
4389264194,3016902371
3122987432,2950220581
3123039838,2902096938
3124315036,2886512263
3124392238,2802202684
3125343905,2834352034
3125670109,2910613741
3125908981,2916513201
3126184505,3046581048
3126280869,2889698477
3127341124,2898173573
3132128903,2968972313
3132806204,2945154697
3132806204,2945604426
3132806204,2945818867
3134660366,398139808
3138368992,2947247737
3138751715,3106386073
3138883258,2793738252
3139348356,2947247737
3144262784,3016902371
3157456494,3036188798
3157456494,3036381826
3157565511,3109607089
3159804324,2937611850
3159804324,3083437588
3162184550,2834352034
3162846876,2896445725
3163822076,3003585144
3164149443,3040440677
3165078347,2999145246
3165078347,4249127163
3166743896,3016902371
3167712590,3101346006
3171299533,2936359656
3173203246,2973222021
3173219007,2803484323
3173521934,398139808
3173730776,3032390071
3181191495,3101517546
3182645512,2913939165
3182645512,3092472394
3189094353,2794306468
3190121328,2910613741
3191266891,2969496492
3192855966,3014692697
3194332920,2946038851
3195109414,3023523944
3197892665,2790762956
3198027686,2947676450
3199524331,2981760367
3203337073,3027848310
3204042195,3043042346
3204977290,3106386073
3205823865,3093161381
3205924728,3004646892
3205924728,3084582880
3208027178,2883145566
3208273675,2790762956
3208318821,2979996516
3209351274,3001398212
3210947198,3016902371
3212599451,3008375751
3215248207,3043042346
3217688700,3016902371
4200628279,3016902371
4205436584,4211055560
4205916139,2886512263
4206120709,3023523944
4207006334,398139808
4207075646,2953739743
4210393217,3092486269
4210493124,2886512263
4211132305,2888799175
4212976149,3004646892
4212976149,3084582880
4213023379,3011602890
4213023908,3024217604
4213113331,2886512263
4213159573,3032390071
4213244323,3016902371
4213253250,3033201346
4213332599,3039362686
4214532782,3032390071
4214536203,3021447918
4214811528,2943820258
4214831074,3014692697
4214843134,3016902371
4214853757,3047132168
4214853757,3092141723
4214854243,2898299779
4214894609,2901931398
4214903714,3013677841
4214903714,4245090187
4220803039,2964107367
4220882584,3109975354
4220922270,2790762956
4220956316,3016902371
4221067707,3092846691
4221104482,2885991020
4223419331,3016902371
4224232847,3016902371
4225321794,3006233027
4225327740,3083437588
4225773425,3010420310
4225921605,2889516385
4226278517,3037021418
4229042004,2834352034
4229042004,3024532045
4232627930,2804931006
4233339953,2886512263
4236482747,3016902371
4239319102,2999145246
4240223294,3016902371
4242222894,2899292887
4242594860,2916405592
4243456337,2911168426
4245784913,2946128840
4246555088,2937648994
4247180784,2783218188
4250359252,2898173573
4250359252,2905203326
4253016253,3024532045
4256342185,2966530259
4256342185,3092611537
4280501268,3093161381
4280589339,3043042346
4280618175,2945434286
4281554217,2975270388
4281733055,3001398212
4281757899,3021447918
4281802223,3024532045
4283015849,3036188798
4283121429,3092846691
4283121628,3037021418
4283272391,3021447918
4283363669,3100243261
4283393697,3109607089
4283719100,2889698477
4283726221,3023523944
4283743170,3016902371
4283757739,2883145566
4283789220,2987569059
4285086877,2951536918
4285091374,3036188798
4285093111,2980548847
4285094029,2933381624
4285094044,2908779983
4285097450,2951533435
4285288374,2793738252
4285387035,3033201346
4285387240,3016902371
4285391295,2911168426
4285393621,2890153468
4285393829,2802202684
4285746671,3041381837
4286111540,2911168426
4286447689,2793738252
4286493995,3036188798
4286497596,3049370280
4286542703,3016902371
4287307603,3014692697
4288045582,3047278215
4289528591,3096036142
4289781025,2937611850
4290759762,3080554943
4292245295,3024532045
4292303197,2937611850
4293324218,3004750571
4293737647,2804931006
4294128066,2795724966
4294128066,3047421127
4294163818,2911168426
4294308497,2911631034
4294599601,3092611537
4294811323,2939094421
4295027377,2977266224
4295766751,3013844373
4296409870,2937611850
4296442002,2970754042
4296745597,3047132168
4297294328,3012483393
4297359688,2947676450
4297521838,3016902371
4297695585,3016902371
4304205376,2919549344
4304691906,3047132168
4306381803,2952769591
4306743362,2968972313
4307023914,2790762956
4307555662,2834352034
4307555662,3016902371
4307555662,3092611537
4308687621,2981916298
4309750227,2908779983
4310009481,2902635246
4311647940,2916513201
4311806844,2886512263
4312062075,2889516385
4312193453,3002055841
4312275503,2948683146
4312528317,3024486609
4312779280,3021809435
4313122558,3101158652
4313389713,3106386073
4313559070,3010420310
4313560772,3031948480
4313648541,3016902371
4315798381,2883633619
4316041360,2969236699
4317042903,3016902371
4317545868,2781731418
4317612509,2793738252
4317717848,3011818850
4317727071,2886714195
4317747540,3036188798
4318461536,2936359656
4318827143,2851355811
4319322389,3092611537
4319454067,3101158652
4319455010,3013844373
4319657138,2890153468
4319788108,3083767265
4319811940,3032390071
4321369308,3093593919
4321375417,2965131901
4322584287,2950220581
4322773451,3106386073
4323662711,3016902371
4323667705,3101346006
4323844314,3016258627
4353046783,2870109554
4353072245,3101346006
4353072245,3109607089
4353079837,3000476650
4353091466,3016902371
4361207047,2987569059
4361222060,3047132168
4365139386,2947676450
4366818635,2908779983
4366823085,3109607089
4366962411,3093593919
4375827644,2911168426
4375856678,3106386073
4376128531,3095866569
4376621425,3047132168
4376866626,3091739370
4377021530,3016581557
4377086835,3001398212
4377091044,2946286371
4377142895,2793738252
4377825055,3021809435
4377965431,2911168426
4378532718,2952585581
4379141144,3093593919
4379232373,3047132168
4379232373,3080554943
4379232373,3106386073
4380848922,3011602890
4381251683,2995221214
4381329340,2978239926
4381329340,2990577472
4381952492,2951536918
4382118283,3024532045
4382406454,3023331821
4383213539,2981916298
4383225074,2946128840
4383302547,2795724966
4383617380,3016902371
4383877649,2979996516
4383878950,3016902371
4383904444,3047863423
4383907614,2908779983
4384825910,3087185627
4385197983,3016902371
4385202090,2793738252
4385519904,2886714195
4385564197,2964107367
4385619056,2964107367
4385699401,2781731418
4385858068,3023523944
4385951377,3015622078
4385967098,3086563583
4385986521,2965131901
4386073749,3043042346
4386093362,3082139969
4386140463,2952295880
4386141034,3003585144
4386142484,2937000374
4386164702,398139808
4386165880,3047863423
4386276025,2886512263
4386415819,2952209611
4386415971,2945434286
4386423354,2783218188
4386423354,2936802249
4386545308,3010420310
4386545355,2936359656
4386962173,2946128840
4386965571,3109607089
4387058360,2970754042
4387304402,3036188798
4387326120,2886714195
4387502557,2979735245
4387575443,3016902371
4387575443,3095866569
4387899837,3010420310
4388182170,3016902371
4388217453,3016902371
4388224412,2937611850
4388817351,3033201346
4388872028,2913939165
4389453839,2886714195
4390114335,2902635246
4390572010,3015622078
4390572010,3016902371
4390579329,2957693594
4390964078,2945604426
4391137283,3027848310
4391167560,3047429858
4391294973,3000476650
4391646838,2908779983
4391657405,3083398598
4391831715,3013844373
4392004867,2890593794
4392006676,2969496492
4392748016,3032390071
4392862117,2834352034
4399012574,2969496492
4232355931,2916513201
4232703762,2979996516
4233562420,2979996516
4233839612,3023523944
4234019101,2987569059
4234045920,3112013639
4234229568,3083398598
4234417288,2886512263
4234862154,2870109554
4235188646,2979996516
4235659150,2952295880
4235775803,2911168426
4236488821,2892363996
4237380562,2911168426
4238137430,2900917686
4238427702,2979996516
4239599857,3000476650
4240611801,2979996516
4241010807,2886512263
4241200988,2973034539
4241911227,3024532045
4243337628,3023523944
4243595463,2902635246
4243595463,2905010214
4243595463,3018442593
4244584266,2883908923
4245671426,2896790179
4245671426,2911168426
2101592850,2803384151
2788488506,2888799175
2905972067,2790762956
2948745501,2886512263
2966785318,2834352034
2966785318,3121655845
2983511141,2784268620
2983762833,2951894354
3021294875,2970754042
3021719312,2911168426
3024364735,3084373505
3026826939,2790076745
3034169274,2911168426
3034169274,2913939165
3034183559,3008375751
3038783063,2910583403
3038783063,2913939165
3038783063,2933069143
3038783063,2952332560
3041771396,3013844373
3085747564,3101346006
3087341782,2939094421
3087341782,2939444059
3111147112,3036381826
3112390908,2807736098
3120525998,2793738252
3122646377,2943820258
3122914080,3016902371
3123262282,3024290817
3123405044,2940265927
3124603692,2937611850
3127852758,3016258627
3129008101,3010420310
3153647585,2970754042
3159835408,3047132168
3163118685,2890772240
3169314859,2936359656
3174765100,3043042346
3175957766,3016902371
3182167790,3016902371
3187821741,3014692697
3192371514,2972267865
3192371514,3095866569
3194134859,3016902371
3195465519,3016902371
3196555607,3033201346
3197249437,3091739370
3202322347,2902635246
3202322347,3018147626
3209670998,3016902371
4200305438,3010420310
4205636603,2908779983
4206408395,3106386073
4220695581,3016902371
4220712152,3083398598
4221036663,3016902371
4221036663,3024532045
4224250967,2911168426
4224261181,4246554211
4226280249,3112642995
4245196351,2911168426
4246411723,2947247737
4253549262,2885991020
4283034888,2793738252
4285283172,3100243261
4289262016,2920643280
4289736959,2886512263
4294126575,3013677841
4295698780,3027848310
4306863868,3112642995
4307507453,3024532045
4308036466,3098214783
4311640396,3016258627
4311640396,3036188798
4361274053,3106386073
4383876055,2843681150
4387061094,3014692697
4387085922,2978550496
4387099982,2793179809
4387116529,3080554943
4387121132,3100243261
4387123748,3032390071
4387124201,3101158652
4387126236,3016902371
4387134043,3021447918
4387135326,2809945933
4387141399,2870109554
4387141399,2964332293
4387194640,3043042346
4387241844,2911168426
4387266562,3012483393
4387297332,2964107367
4387312453,2946128840
4387329055,2969496492
4387329055,3001398212
4387332258,2886512263
4387332832,3037453696
4387332968,2891392898
4387351598,3016902371
4387369656,3016902371
4387371363,398139808
4387372258,2807736098
4387384060,2911168426
4387406568,2892363996
4387415182,3106386073
4387514079,2924232516
4387514853,2807736098
4387529804,3046581048
4387542235,2933381624
4387571846,3016902371
4387600746,3011602890
4387600762,2977064345
4387622875,3043042346
4387895081,3112831846
4387899800,3016902371
4387903828,3016902371
4387906304,3106386073
4387907377,2908779983
4387909349,2790762956
4387914074,3016902371
4387917574,2937611850
4388000601,3033201346
4388001458,3047132168
4388002050,3010420310
4388002085,2795936257
4388002115,3000578732
4388002115,3106212478
4388181716,3023523944
4388182838,3101346006
4388224866,2972072904
4388234437,2807736098
4388486527,3101158652
4388491415,2927725251
4388491415,2980548847
4388499562,2807736098
4388499562,3037453696
4388503326,3032390071
4388524870,3023523944
4388530273,2886512263
4388538875,2927725251
4388538875,2980548847
4388540873,3082058008
4388544480,3104768839
4388558129,2784547979
4388566897,3106386073
4388574686,2961122963
4388579318,2889871292
4388614203,3047860288
4388617386,2889465739
4388620639,2883145566
4388626407,2964107367
4388637282,3125832090
4388641036,2950220581
4388655453,3100243261
4388679281,398139808
4388700076,3024532045
4388723655,2947676450
4388733828,2913939165
4388758050,2981916298
4388758405,2970754042
4388762198,3016902371
4388762198,3021447918
4388765952,3016902371
4388766875,2980548847
4388766875,3023331821
4388769034,2793738252
4388774181,3047132168
4388774181,3092141723
4388774181,3106386073
4388792051,3016581557
4388794292,2980047422
4388806514,3016768412
4388808058,3095866569
4388822831,3016902371
4388833125,2889871292
4388846281,3036188798
4388849082,2908779983
4388876211,2889871292
4388876211,2953767368
4388892862,2973034539
4388892862,3046554509
4388902665,3033201346
4388918365,3032390071
4388939752,2970754042
4388939759,2970754042
4388939764,2970754042
4388939765,2970754042
4388939766,2970754042
4388939767,2970754042
4388939770,2970754042
4388939771,2970754042
4388939775,2970754042
4388939807,2970754042
4388939819,2970754042
4388939838,2970754042
4388939851,2970754042
4388943396,3047132168
4388944937,2805036395
4388950173,2970754042
4388950175,2970754042
4388950178,2970754042
4388957393,2904255005
4388957393,2919549344
4388957589,2904255005
4388957589,2919549344
4388957699,2904255005
4388957699,2919549344
4388957836,2781731418
4388957836,2793738252
4388957836,2912106215
4388957869,2781731418
4388957869,2793738252
4388957869,2912106215
4388957915,2781731418
4388957915,2793738252
4388957915,2912106215
4388957936,2781731418
4388957936,2793738252
4388957936,2912106215
4388957994,2781731418
4388957994,2793738252
4388957994,2912106215
4388960573,2793738252
4388961323,2952769591
4388964048,3013734081
4388983647,2883145566
4389004589,2834352034
4389049453,3002055841
4389049529,3002055841
4389049597,3002055841
4389051438,2965131901
4389061308,3024486609
4389063384,3002055841
4389063624,3002055841
4389063627,3002055841
4389063649,3002055841
4389068360,3011818850
4389074932,2898299779
4389114057,2949211296
4389117324,3032390071
4389124762,2912106215
4389126109,3080554943
4389134371,3016902371
4389140225,2883145566
4389158403,3109607089
4389196686,2975270388
4389203607,3036188798
4389208056,3032390071
4389216038,2964107367
4389267298,2795724966
4389270249,2953739743
4389273198,2899292887
4389274271,2889698477
4389275562,3016902371
4389430832,3095866569
4389432263,3093593919
4389434560,2900917686
4389443765,2793738252
4389447182,3080911761
4389451573,2902635246
4389451573,3109014588
4389455164,3013844373
4389457151,3016902371
4389764540,3016902371
4389764540,3092611537
4389856068,2979996516
4389861262,2775976218
4389861262,3112831846
4389862044,2913294220
4389862137,2793738252
4389869013,3016902371
4389869013,3021447918
4390100401,2999998031
4390101517,3004750571
4390108369,2781731418
4390110641,2802202684
4390111229,3027848310
4390113186,2969811742
4390114132,3046581048
4390116195,2888625409
4390117894,2891392898
4390339343,3021447918
4390354276,2797154402
4390354775,2911168426
4390397097,3016902371
4390409950,3027848310
4390420025,3047132168
4390420025,3095866569
4390442872,3000476650
4390450324,3106386073
4390465641,2963000270
4390474906,2886512263
4390485284,3016902371
4390502080,3023523944
4390510937,3024217604
4390558794,2783218188
4390558794,2889698477
4390558794,3104768839
4390575910,3032390071
4390577844,2803384151
4390582563,2793738252
4390583175,3109607089
4390598291,2889698477
4390598291,2973192619
4390598291,2974754380
4390617785,2891392898
4390630857,3043042346
4390644368,3016902371
4390645569,3000476650
4390660900,398139808
4390693315,2807736098
4390693315,3037453696
4390694120,2795936257
4390694120,2937611850
4390694120,3023331821
4390711642,2972043475
4390711794,3083767265
4390717239,2911168426
4390759949,2834352034
4390817940,2964107367
4390821972,2907030468
4390830531,3086563583
4390838954,398139808
4390884591,2803384151
4390884924,2891392898
4390912547,2952332560
4390912547,2977266224
4390916183,2781731418
4390946113,2884539400
4390947015,2793738252
4390948158,3047429858
4390966677,3101517546
4390966701,3101517546
4390968874,3013734081
4390968874,3036605699
4390968874,3106386073
4390975968,2793738252
4390979201,3086563583
4390982975,3101346006
4391001903,3121655845
4391002664,2974734886
4391002793,2974734886
4391002816,2974734886
4391002865,2974734886
4391002878,2974734886
4391058490,3032390071
4391064484,3032390071
4391104470,3049339018
4391137610,3109975354
4391219299,3093593919
4391226967,3106386073
4391291212,2977064345
4391321177,3016902371
4391321177,3021447918
4318778226,3016902371
4318778226,3021447918
4318778226,3037021418
4318778226,3046581048
4319322088,3032390071
4319456169,2807736098
4319456169,3037453696
4319662478,2781710202
4319787227,2793738252
4319842865,2805036395
4320025045,3083374808
4321366189,3102781630
4321452933,2805036395
4321495417,3047278215
4321498306,3031717151
4321498907,2906991739
4321500078,2797861618
4321500078,3095866569
4321500078,3109607089
4322626017,3106386073
4322764604,2793738252
4322769169,3047860288
4322773191,2964107367
4322773662,2803384151
4322773662,2974734886
4322773662,3121655845
4323025260,3023523944
4323052111,3014692697
4323057958,3100243261
4323351059,2973222021
4323359657,2922456800
4323522050,3036188798
4323522092,2933069143
4323522092,3021447918
4323647605,2989672233
4323851551,3100243261
4323925203,2904255005
4327936874,2793738252
4328099941,3086563583
4353072235,2793738252
4361218233,3100243261
4361224000,2937611850
4361228844,2937611850
4361294285,2912753551
4362661683,2952295880
4362664208,3121655845
4362671736,398139808
4362721309,2781731418
4363674603,3083767265
4365504146,2977801415
4365504778,3010420310
4366003622,3010420310
4366587938,3004771436
4366752918,2946246287
4366772816,3036605699
4367394493,3000476650
4375840478,2964107367
4375861500,2910436479
4376137858,3106386073
4376142971,2979682407
4376155216,3016902371
4376891079,2793738252
4376983013,2999912861
4377098595,3023523944
4377108002,2807736098
4377108002,3037453696
4377248738,2890593794
4377565767,3084373505
4377692866,2943820258
4378468826,3023523944
4378470616,3083374808
4379229449,2898597039
4379229449,2969933719
4379525592,2942764482
4379532279,2965755761
4379534368,2807736098
4379534655,3092611537
4381279320,2888799175
4381327868,3036381826
4381327868,3047132168
4381327868,3092141723
4381548341,2882394523
4381664170,3043042346
4381849949,2784547979
4381853816,3013430767
4381853816,3037021418
4382062266,3016902371
4382064941,2964845623
4382071783,3109607089
4382248684,3101346006
4382360708,3033201346
4382362682,2886512263
4382461039,2949211296
4382536205,3016902371
4382684524,3031717151
4382795939,2795936257
4382812464,3033201346
4382936211,3092141723
4382982353,2981916298
4383101071,3000179970
4383102791,3033201346
4383269208,2793738252
4383500293,2937611850
4383500671,2904255005
4383500944,2974356475
4383531922,3032390071
4383616506,2981916298
4383875779,3043042346
4383876845,3016902371
4383877465,3032390071
4383899987,2886512263
4383899987,3092611537
4384457735,2891392898
4384461392,3036605699
4385198624,2793738252
4385202012,2790762956
4385202696,2947247737
4385374526,3039362686
4385557766,2886512263
4385647877,2966530259
4385702175,2911168426
4385708421,2933069143
4385726680,3023523944
4385728824,2995386795
4385806339,2965131901
4385814313,2907030468
4385818756,3036381826
4385846119,2807736098
4385846119,3037453696
4385952973,3036188798
4385958294,3023352261
4385994649,2927725251
4385994649,2980548847
4386031840,3000476650
4386123375,2886512263
4386136610,3043042346
4386136775,3024217604
4386141031,2952295880
4386156684,2999998031
4386164160,2883145566
4386166226,2970754042
4386174237,3027153997
4386274706,3023523944
4386278084,2914657091
4386293728,2976395092
4386296323,3043042346
4386537018,2964107367
4386545494,2911168426
4386545494,2995386795
4386546091,2902635246
4386546091,3018147626
4386560770,3016829154
4386563757,2942764482
4386564100,2886512263
4386850813,2968962375
4386934743,2975270388
4386961035,2888799175
4386964401,3095866569
4386964401,3096036142
4386975790,3047132168
4386975790,3106386073
4386982498,2994679015
4387021574,3101158652
4387050652,3095866569
4387059767,398139808
4387084879,2912106215
4387107679,2889465739
4387130714,2969481347
4387134672,3016902371
4387137339,3108223065
4387167556,2902635246
4387212035,3033201346
4387219520,2783218188
4387312733,3043042346
4387362860,3106386073
4387403035,2913994064
4387404651,3003585144
4387406714,3109607089
4387464883,3047132168
4387539206,2902635246
4387573388,3013100313
4387579430,2890772240
4387580845,2911168426
4387580845,3016581557
4387600655,3003585144
4387603513,2995386795
4387610122,3109607089
4387907336,3011818850
4387999202,3032390071
4388000638,2898597039
4388111412,3016902371
4388111412,3037021418
4388179544,3046581048
4388219060,2802202684
4388221057,2807736098
4388239365,3041300531
4388513548,3016902371
4388681946,2807736098
4388705932,3121655845
4388744819,2834352034
4388764464,3096036142
4388768056,3023523944
4388774773,2913939165
4388774773,3006233027
4388831777,2793738252
4388860189,2891392898
4388898173,398139808
4388912712,2898299779
4388939447,2913939165
4388942435,2784547979
4388967088,2793738252
4388970759,2898299779
4389079623,2896790179
4389087218,3016902371
4389105225,398139808
4389126075,2937611850
4389155054,3041300531
4389200702,2886512263
4389258964,2793738252
4389262678,3039448085
4389272106,2937371368
4389276793,2900107753
4389276793,3109014588
