CitingPaperID,CitedPaperID,AuthorID
3006704546,2946478767,5083323662
3006704546,2946478767,5045801140
4387570071,3102378233,5071736882
4379143814,3104746728,5046594102
4379143814,3104746728,5065387614
3198120994,3040287903,5100452197
3198120994,3040287903,5018416042
3115655067,2956090632,5036701678
3115655067,2956090632,5017848587
3115655067,2956090632,5065001562
3115655067,2956090632,5008632133
3115655067,2956090632,5019983362
3115655067,2956090632,5030322518
3115655067,2956090632,5075772645
3115655067,2956090632,5089331879
3115655067,2956090632,5076859274
3115655067,2956090632,5036257652
3115655067,2956090632,5016782685
3139272844,2956090632,5101563377
3139272844,2956090632,5036701678
3139272844,2956090632,5017848587
3139272844,2956090632,5065001562
3139272844,2956090632,5008632133
3139272844,2956090632,5019983362
3139272844,2956090632,5030322518
3139272844,2956090632,5075772645
3139272844,2956090632,5089331879
3139272844,2956090632,5076859274
3139272844,2956090632,5036257652
3139272844,2956090632,5016782685
3187830755,2920488773,5050302120
2969176867,2807146510,5046882518
4394997065,2920488773,5010745045
4213350579,3083767265,5086462728
4286541811,2979559976,5024906491
4286541811,2979559976,5015251023
4286541811,2979559976,5087430334
4286541811,2979559976,5073195939
4286541811,2979559976,5103156535
4286541811,2979559976,5102906275
4286541811,2979559976,5001307549
3134283187,3101334901,5010329445
2945467364,2891667196,5062345722
4214548684,2891041279,5061530212
4214548684,2891041279,5065693703
4214548684,2891041279,5076727805
4214548684,2891041279,5025227481
4214619168,3116881300,5081444990
2997186445,2997186445,5101400760
2997186445,2997186445,5074996260
2997186445,2997186445,5073417964
2997186445,2997186445,5073079318
2997186445,2997186445,5062172005
2997186445,2997186445,5045969696
2997186445,2997186445,5032595912
2997186445,2997186445,5063948705
2997186445,2997186445,5058056189
2997186445,2997186445,5091756739
3114373107,2892035941,5066939099
3035330855,3035330855,5055346240
3035330855,3035330855,5070863393
3035330855,3035330855,5029448875
4281810047,3003897275,5006364288
4281810047,3003897275,5048169774
4281810047,3003897275,5088102530
3111699760,3003897275,5006364288
4400039980,3037477577,5100422958
4400039980,3037477577,5100346124
4285341741,3021203304,5013151756
4285341741,3021203304,5056191163
4285341741,3021203304,5001002767
4290964342,2966458806,5079645374
4290964342,2966458806,5103325536
4290964342,2966458806,5051803331
3087796257,3104958806,5059382224
3087796257,3104958806,5064808655
3021925721,2979780440,5100344748
3021925721,2979780440,5064524784
3021925721,2979780440,5056533734
3021925721,2979780440,5079651066
3124082933,2797154402,5074193638
4288801775,2797154402,5046574356
2899615612,2807458529,5009372916
2899615612,2807458529,5048475413
2899615612,2807458529,5001549535
2899615612,2807458529,5018717850
2899615612,2807458529,5045590306
2899615612,2807458529,5056198822
2883168534,2883168534,5027437641
2883168534,2883168534,5103129609
2883168534,2883168534,5050539593
2883168534,2883168534,5005642125
2883168534,2883168534,5101575463
2883168534,2883168534,5067962313
2883168534,2883168534,5103907989
2883168534,2883168534,5047262508
2883168534,2883168534,5100338080
2883168534,2883168534,5090412781
2883168534,2883168534,5065370235
3180218589,3046954616,5035129369
3180218589,3046954616,5018332483
3180218589,3046954616,5056517324
3180218589,3046954616,5026916391
3180218589,3046954616,5078433412
3180218589,3046954616,5046934093
3180218589,3046954616,5018046642
3180218589,3046954616,5051832165
3180218589,3046954616,5083893536
3180218589,3046954616,5036131695
3180218589,3046954616,5023115837
3146713190,3022727573,5063296963
3146713190,3022727573,5055454046
3157320208,3090870773,5042122973
3157320208,3090870773,5060989511
3157320208,3090870773,5064880968
4220771757,2899302777,5058507132
4220771757,2899302777,5058507132
4220841218,2899302777,5058507132
4220841218,2899302777,5058507132
2898257247,2809137497,5072670748
2900906737,2781868146,5065511087
2900906737,2781868146,5103823662
2900906737,2781868146,5047643628
2900906737,2781868146,5013036905
3035055501,2913632486,5028161450
3035055501,2913632486,5034259877
3035055501,2913632486,5022731730
3035055501,2913632486,5062588334
3035055501,2913632486,5035818523
4207023121,2972071059,5060796246
4207023121,2972071059,5043478335
4207023121,2972071059,5076194373
4207023121,2972071059,5021826446
4214519365,2983190776,5090416900
4224861882,3022727573,5063296963
4224861882,3022727573,5055454046
4315652578,2899302777,5058507132
4315652578,2899302777,5058507132
3004407452,2996022384,5031459065
3092160629,2963178889,5043751841
3182583282,3089761370,5004092883
3182583282,3089761370,5057895102
3182583282,3089761370,5064708000
4223900207,3100278850,5018342706
3002058265,2897392759,5019481160
3002058265,2897392759,5047782764
4286005461,2915041973,5004725925
4286005461,2915041973,5002681069
4286005461,2915041973,5088756291
4286005461,2915041973,5017911539
4286005461,2915041973,5039703593
4286005461,2915041973,5022523331
4286005461,2915041973,5078444261
4286005461,2915041973,5001212155
4286005461,2915041973,5038367005
4286005461,2915041973,5029297152
4286005461,2915041973,5022986058
4286005461,2915041973,5065151039
4286005461,2915041973,5036276739
4286005461,2915041973,5018986259
4286005461,2915041973,5042302428
4286005461,2915041973,5048586856
4286005461,2915041973,5018239255
2980951591,2888649442,5003032735
2980951591,2888649442,5046574356
3044671157,2917573274,5064482357
3044671157,2917573274,5025645707
3044671157,2917573274,5058574030
3044671157,2917573274,5044883230
3048407515,2917573274,5060904631
3129668970,1940239272,5070164056
3212020324,2888649442,5046574356
4239556602,2888649442,5003032735
4239556602,2888649442,5046574356
3036282576,2914862118,5023068249
3036282576,2914862118,5100684403
3036282576,2914862118,5079783266
3036282576,2914862118,5053226693
3118821027,2888649442,5003032735
3169712185,2806569362,5019774066
4214506938,2888649442,5046574356
3118210634,2982316857,5053301405
3118210634,2982316857,5066294254
3118210634,2982316857,5005349213
3118210634,2982316857,5091771290
2982689699,2976301483,5072705483
2982689699,2976301483,5038939124
4285098908,2976301483,5072705483
4285098908,2976301483,5038939124
3121692464,2939221602,5039775126
3121692464,2939221602,5056764571
3174248542,3014853822,5014664106
3174248542,3014853822,5089418366
3036748010,2913972921,5082240217
3036748010,2913972921,5104045098
3096326007,2956111241,5041518546
3156919136,3118210634,5080518618
3156919136,3118210634,5021217383
3156919136,3118210634,5083969139
3156919136,3118210634,5059285443
3156919136,3118210634,5091771290
3194396612,2976301483,5072705483
3191497282,2946148141,5054680242
3216202360,2939221602,5085683797
2980906648,2924950986,5054085861
2980906648,2924950986,5005273634
3133589702,2976301483,5072705483
3133589702,2976301483,5038939124
4242375312,2946148141,5020713265
2997464980,2971281674,5048098045
2997464980,2971281674,5059953572
2997464980,2971281674,5100395339
2997464980,2971281674,5011602729
2997464980,2971281674,5078089711
2997464980,2971281674,5088016695
2999393849,2971281674,5048098045
2999393849,2971281674,5059953572
2999393849,2971281674,5100395339
2999393849,2971281674,5011602729
2999393849,2971281674,5078089711
2999393849,2971281674,5088016695
3014272888,3014272888,5047808846
3014272888,3014272888,5060604865
3014272888,3014272888,5005726619
3033315715,2890701797,5032852812
3033315715,2890701797,5015515466
4295905154,2890701797,5025489818
2972407136,3003927461,5089214529
2972407136,3003927461,5083987783
3008736366,2948992934,5100420951
3008736366,2948992934,5102995307
3008736366,2948992934,5029238494
3008736366,2948992934,5019481160
3008736366,2948992934,5023940655
3008736366,2948992934,5021430922
3190821864,2913244141,5089758650
3190821864,2913244141,5032280861
3045294509,2930205737,5081250646
3045294509,2930205737,5100454424
2984744519,2904912335,5019559780
2984744519,2904912335,5049539173
2984744519,2904912335,5101986613
2984744519,2904912335,5063223340
2984744519,2904912335,5062064925
2984744519,2904912335,5083781753
2984744519,2904912335,5045766641
2984744519,2904912335,5074831361
2984744519,2904912335,5103093570
2984744519,2904912335,5038983887
2984744519,2904912335,5088633919
2984744519,2904912335,5081639490
2984744519,2904912335,5030608908
2984744519,2904912335,5086004922
2984744519,2904912335,5043129752
2984744519,2904912335,5037408007
2984744519,2904912335,5063780894
2984744519,2904912335,5009274507
2984744519,2904912335,5056657317
2984744519,2904912335,5067110169
2984744519,2904912335,5015236692
2984744519,2904912335,5070326299
2984744519,2904912335,5073788174
2984744519,2904912335,5060776149
2984744519,2904912335,5086950058
2984744519,2904912335,5049530714
2984744519,2904912335,5039964407
2984744519,2904912335,5021102823
2984744519,2904912335,5018521569
2984744519,2904912335,5024532344
2984744519,2904912335,5100768996
2984744519,2904912335,5054693639
2984744519,2904912335,5061310552
2984744519,2904912335,5031780924
2984744519,2904912335,5041685684
2984744519,2904912335,5012711441
2984744519,2904912335,5089489241
2984744519,2904912335,5042382547
2984744519,2904912335,5044025292
2984744519,2904912335,5000471665
3100050954,3016401366,5091601455
3006307147,2904912335,5019559780
3006307147,2904912335,5049317897
3006307147,2904912335,5049539173
3006307147,2904912335,5075179945
3006307147,2904912335,5101986613
3006307147,2904912335,5038586841
3006307147,2904912335,5063223340
3006307147,2904912335,5054797720
3006307147,2904912335,5062064925
3006307147,2904912335,5083781753
3006307147,2904912335,5056663492
3006307147,2904912335,5071727271
3006307147,2904912335,5045766641
3006307147,2904912335,5074831361
3006307147,2904912335,5103093570
3006307147,2904912335,5038983887
3006307147,2904912335,5088633919
3006307147,2904912335,5081639490
3006307147,2904912335,5030608908
3006307147,2904912335,5077323329
3006307147,2904912335,5102453207
3006307147,2904912335,5090001660
3006307147,2904912335,5086004922
3006307147,2904912335,5043129752
3006307147,2904912335,5037408007
3006307147,2904912335,5016777440
3006307147,2904912335,5012274245
3006307147,2904912335,5060987493
3006307147,2904912335,5026556889
3006307147,2904912335,5063780894
3006307147,2904912335,5009274507
3006307147,2904912335,5056657317
3006307147,2904912335,5008612776
3006307147,2904912335,5012955138
3006307147,2904912335,5006970537
3006307147,2904912335,5086592925
3006307147,2904912335,5067110169
3006307147,2904912335,5015236692
3006307147,2904912335,5089192083
3006307147,2904912335,5053207692
3006307147,2904912335,5070326299
3006307147,2904912335,5081146288
3006307147,2904912335,5058987691
3006307147,2904912335,5073788174
3006307147,2904912335,5018938529
3006307147,2904912335,5086950058
3006307147,2904912335,5049530714
3006307147,2904912335,5039964407
3006307147,2904912335,5021102823
3006307147,2904912335,5008883975
3006307147,2904912335,5018521569
3006307147,2904912335,5024532344
3006307147,2904912335,5100768996
3006307147,2904912335,5008539813
3006307147,2904912335,5054693639
3006307147,2904912335,5087646916
3006307147,2904912335,5010045766
3006307147,2904912335,5031780924
3006307147,2904912335,5041685684
3006307147,2904912335,5089489241
3006307147,2904912335,5017067176
3006307147,2904912335,5042382547
3006307147,2904912335,5044025292
3006307147,2904912335,5000471665
3006307147,2904912335,5026978286
2970106950,2941796431,5061473458
2970106950,2941796431,5010802566
4213114396,2948992934,5100420951
4213114396,2948992934,5102995307
4213114396,2948992934,5029238494
4213114396,2948992934,5021430922
3000052732,2904912335,5049539173
3000052732,2904912335,5070326299
3000052732,2904912335,5000471665
3216202360,2911866604,5085683797
4283731719,2904912335,5049317897
4283731719,2904912335,5049539173
4283731719,2904912335,5063223340
4283731719,2904912335,5075262199
4283731719,2904912335,5015236692
4283731719,2904912335,5070326299
4283731719,2904912335,5000471665
3139959714,3105331775,5070054625
3139959714,3105331775,5067434220
4200149987,2959413978,5031687645
4200149987,2959413978,5063775005
4200149987,2959413978,5101956741
3082005537,2959413978,5031687645
3082005537,2959413978,5101956741
2994864468,2966615249,5102800807
2994864468,2966615249,5067373491
2994864468,2966615249,5102914387
2994864468,2966615249,5055081816
2994864468,2966615249,5007349453
3038238261,3098275848,5003278104
3038238261,3098275848,5065687627
3038238261,3098275848,5056624697
3038238261,3098275848,5005375790
3038238261,3098275848,5014399890
3038238261,3098275848,5022953184
3160450847,3009104268,5016097378
3160450847,3009104268,5020466168
3029415459,2959413978,5101956741
3129115975,3121513412,5064846445
3176719747,3010192099,5039884654
4288738555,3112740262,5072704825
4288738555,3112740262,5101800731
4288738555,3112740262,5002422363
4288738555,3112740262,5100353168
4317039129,3002366165,5082297994
3110672681,2959413978,5065512320
3110672681,2959413978,5101956741
3171952704,3112740262,5072704825
3108359540,2972242711,5044362251
3108359540,2972242711,5044742844
4387312067,2962453790,5002549219
4387312067,2962453790,5023047610
4387312067,2962453790,5056165412
2963591926,2963591926,5088412295
2963591926,2963591926,5035037145
2963591926,2963591926,5013155157
2963591926,2963591926,5024439048
4307439975,2962453790,5002549219
4225326910,3000222038,5011982705
4225326910,3000222038,5027651967
4225326910,3000222038,5044630067
4225326910,3000222038,5100338151
4225326910,3000222038,5100337280
4225326910,3000222038,5022989538
3202213995,2974608400,5100705576
3202213995,2974608400,5050944748
4224287414,2959413978,5101525534
4224287414,2959413978,5054995744
4224287414,2959413978,5031687645
4224287414,2959413978,5101956741
3210230758,2998935209,5087660572
4308703434,3039066636,5011236036
4308703434,3039066636,5071213720
4308703434,3039066636,5030792958
4308703434,3039066636,5058359446
4308703434,3039066636,5089755818
4379115360,2992373308,5079829889
4379115360,2992373308,5029101105
4379115360,2992373308,5100748875
3138732691,2970270952,5009139513
3138732691,2970270952,5031802999
3138732691,2970270952,5045679978
3161698797,2902467688,5086639738
3161698797,2902467688,5050521051
3161698797,2902467688,5050224225
4211109233,2886394351,5102827637
4211109233,2886394351,5085569095
4286383402,3039066636,5011236036
4286383402,3039066636,5071213720
4286383402,3039066636,5030792958
4286383402,3039066636,5058359446
4372194447,3088053218,5056470663
3009257082,2955155797,5050861768
3009257082,2955155797,5072242410
3009257082,2955155797,5033162135
3009257082,2955155797,5045437756
3027034359,3005279416,5078952693
3004288773,2890178027,5053812552
3004288773,2890178027,5061237181
2992373308,2992373308,5079829889
2992373308,2992373308,5007721527
2992373308,2992373308,5029101105
2992373308,2992373308,5038815971
2992373308,2992373308,5100748875
3167977710,2898615356,5026878453
3030011269,3083081451,5083291281
3030011269,3083081451,5089888797
3030011269,3083081451,5087341071
3096899007,2890178027,5053812552
3096899007,2890178027,5031758038
3204789927,3005279416,5078952693
4313475385,3023750280,5054538020
4313475385,3047555481,5054538020
2948688661,2948688661,5016686695
2948688661,2948688661,5006095375
2948688661,2948688661,5071612680
2948688661,2948688661,5001352206
3133965248,3047555481,5072870362
3133965248,3047555481,5054538020
2981813916,2981813916,5066230293
2981813916,2981813916,5075093057
3020791467,3042193502,5019031037
3020791467,3042193502,5091788035
3204332141,3004798851,5102734353
3204332141,3004798851,5102734353
3204332141,3004798851,5102734353
3204332141,3004798851,5102734353
4280623869,2961944453,5084953588
3031018305,2964126884,5034241089
3031018305,2964126884,5041012778
3164602228,2988609914,5080671253
3164602228,2988609914,5026949192
3191916918,2899240562,5078037680
3191916918,2899240562,5052935946
3191916918,2899240562,5001727734
4213342595,2962350267,5054770025
4213342595,2962350267,5063275337
4319345427,3033853845,5027438255
4319787631,2918096300,5090816149
4315796766,3106389093,5086257233
4200436674,2810831086,5091286821
4200436674,2810831086,5048953157
4200436674,2810831086,5046076241
3135745842,3012547664,5025854592
3208459027,3012547664,5040021742
3208459027,3012547664,5047740970
3208459027,3012547664,5064980375
3208459027,3012547664,5086255661
4281774808,3012547664,5048333499
4323654667,3012547664,5044606788
4323654667,3012547664,5081817937
4323654667,3012547664,5020753946
4323654667,3012547664,5091301621
4323654667,3012547664,5040045427
4323654667,3012547664,5002019741
4323654667,3012547664,5058653279
3004674222,2790322081,5064547723
4390271093,3012547664,5001652557
3000037870,2964144511,5008185338
3000037870,2964144511,5022940525
3000037870,2964144511,5066500850
4388694233,3016670097,5002067971
4388694233,3016670097,5005759724
3084278585,2924166759,5019481160
3022961020,3022961020,5103206976
3022961020,3022961020,5089786563
3022961020,3022961020,5059807792
3022961020,3022961020,5043587183
3022961020,3022961020,5081080033
3022961020,3022961020,5080182143
3035137847,2924166759,5019529557
4388594040,3022961020,5103206976
4388594040,3022961020,5059807792
2992078072,2911369215,5054685597
4317941349,2915432898,5068864721
3113699721,2935294972,5007628055
4285271238,3097823221,5100404457
4285271238,3097823221,5100394150
4285271238,3097823221,5091033534
4285271238,3097823221,5043069426
4285271238,3097823221,5001740473
4229333693,3109060584,5088607163
4229333693,3109060584,5088061378
4229333693,3109060584,5068700158
4214555874,3046053327,5101966111
4316035763,3109673190,5060553919
4316035763,3109673190,5000144450
4317702648,3036140761,5040403660
4317702648,3036140761,5100355322
4214930841,3036140761,5040403660
4214930841,3036140761,5100355322
3143510685,3081501449,5100376569
4214944543,3104243628,5046780081
4214944543,3104243628,5041878300
4214944543,3104243628,5101849456
4214944543,3104243628,5100401961
4214944543,3104243628,5006377403
4214944543,3104243628,5013798538
4214944543,3104243628,5003964217
4214944543,3104243628,5012782337
4214944543,3104243628,5100636968
4214944543,3104243628,5034744923
4295048308,3096760091,5026417419
4295048308,3096760091,5019995449
4295048308,3096760091,5060365851
4295048308,3096760091,5000718768
4295048308,3096760091,5100318214
4295048308,3096760091,5013538437
4293065938,3105113105,5024725112
3120959457,3089707567,5002311801
3081350876,2973034539,5051230082
3081350876,2973034539,5062740712
2954427118,2963846090,5005686156
4226160064,3107793556,5070814446
4226160064,3107793556,5040141277
4280614920,3017317719,5059046043
4280614920,3017317719,5019805735
4280614920,3017317719,5075642517
4282917495,3041373504,5013749730
4290991433,3008813594,5059497017
4290991433,3008813594,5040033261
4290991433,3008813594,5103763380
4290991433,3008813594,5079527213
4295024230,2796773396,5086258289
4306951719,3008813594,5059497017
4309978959,2943042213,5019867933
2791727655,2791727655,5050157218
2791727655,2791727655,5015497725
2791727655,2791727655,5102926104
2791727655,2791727655,5090949090
2791727655,2791727655,5085928925
2791727655,2791727655,5074626055
2791727655,2791727655,5011369302
2791727655,2791727655,5012258919
2791727655,2791727655,5007128562
2791727655,2791727655,5029051241
2791727655,2791727655,5023440874
2791727655,2791727655,5050977277
2791727655,2791727655,5047370870
2791727655,2791727655,5051438085
2791727655,2791727655,5004389551
2791727655,2791727655,5037974743
2980539484,2904521856,5056712491
2952668074,2758908936,5065254196
2952668074,2758908936,5004659828
2952668074,2758908936,5102877975
2952668074,2758908936,5015210172
2952668074,2758908936,5053682943
2952668074,2758908936,5023451003
3161461466,2811310850,5012901442
3000509728,2960199440,5058455185
3000509728,2960199440,5040972958
3000509728,2960199440,5009053198
3000509728,2960199440,5080220170
3170571868,3045030704,5025930635
3170571868,3045030704,5017930564
3170571868,3045030704,5053665490
3009598173,2969469535,5063198819
3009598173,2969469535,5031666867
3009598173,2969469535,5029923496
3009598173,2969469535,5082452145
3009598173,2969469535,5063977229
3009598173,2969469535,5035518142
2966198371,2917474921,5017612565
2966198371,2917474921,5051538044
2914205229,2784042879,5003243714
3024611926,2994300059,5030158764
3024611926,2994300059,5081920807
3024611926,2994300059,5052849808
3136896178,2912157499,5034733299
3136896178,2912157499,5047361673
3136896178,3010586273,5034733299
3136896178,3010586273,5082524516
3136896178,3010586273,5047361673
3181633410,3004896280,5085677100
2995199382,2886071426,5082432867
3083094732,2965444436,5064802910
3083094732,2965444436,5049558526
3089982968,3007233549,5004836675
3019579920,3007097102,5038901003
3019579920,3007097102,5054131311
3019579920,3007097102,5036720981
2921727504,2805686838,5003506844
2921727504,2805686838,5072371344
2921727504,2805686838,5067982846
2921727504,2805686838,5001232860
2921727504,2805686838,5078271751
2921727504,2805686838,5046028029
3110534520,2979844091,5076986455
4210834074,2943571293,5063571736
4210834074,2943571293,5066289013
4210834074,2943571293,5067925696
3156453517,2887430569,5011472004
4220748505,2998834695,5019801137
4220748505,2998834695,5044457664
4220748505,2998834695,5043280562
4220748505,2998834695,5009314747
3006181603,2782598352,5014760272
3006181603,2782598352,5060008775
3006181603,2782598352,5029313279
3006181603,2782598352,5030396786
3006181603,2782598352,5037700681
3157072383,2810327674,5100343282
3185129863,2890880452,5056190718
3185129863,2890880452,5075987965
3012230128,2782218987,5062826378
3174635239,3088109633,5020742188
2945312497,2919175067,5089827748
2945312497,2919175067,5077313491
2945312497,2919175067,5049939232
2945312497,2919175067,5032835338
2945312497,2919175067,5001346114
3135195291,2981761689,5019871566
2913403432,2758908936,5004659828
2913403432,2758908936,5010204053
3006955693,2807027117,5103151589
3006955693,2807027117,5058017552
3006955693,2807027117,5018742765
3080660891,2977934761,5039818244
3080660891,2977934761,5100727694
3141624153,2942075432,5059169692
3141624153,2942075432,5020418746
3141624153,2942075432,5083092808
3141624153,2942075432,5018306210
3110272217,3037835371,5033202429
3110272217,3037835371,5021092653
3088348039,2990818650,5047024821
3088348039,2990818650,5045205735
3088348039,2990818650,5089504931
3088348039,2990818650,5060861672
2971236005,2971236005,5032470775
2971236005,2971236005,5056319562
2971236005,2971236005,5044013700
2971236005,2971236005,5001774286
2971236005,2971236005,5055604997
3014051720,2914513587,5076256807
3014051720,2914513587,5064309137
3014051720,2914513587,5035357270
3014051720,2914513587,5090994610
3014051720,2914513587,5026215303
3107605903,3005398701,5051757919
3016840650,2890309511,5080659642
3016840650,2890309511,5056165080
3016840650,2890309511,5012663065
3087652106,2994300059,5030158764
3087652106,2994300059,5081920807
3087652106,2994300059,5052849808
3038845462,3038845462,5053542977
3038845462,3038845462,5089057712
3038845462,3038845462,5004498591
3038845462,3038845462,5058278517
3038845462,3038845462,5043638560
3080322148,2808867990,5012390032
3099084521,3090631518,5035741614
3099084521,3090631518,5066619473
3099084521,3090631518,5062652662
3144671646,2782741879,5004469409
3144671646,2782741879,5047719221
3159425157,2947270494,5054334875
3159425157,2947270494,5000486906
3159425157,2947270494,5074088534
3159425157,2947270494,5008899290
3159425157,2947270494,5064202053
3159425157,2947270494,5087006021
3159425157,2947270494,5056689111
3159425157,2947270494,5062889601
3159425157,2947270494,5026749638
3159425157,2947270494,5017241443
3159425157,2947270494,5067214322
3159425157,2947270494,5043321373
3159425157,2947270494,5038547566
3159425157,2947270494,5043321373
3177647296,2998834695,5019801137
3177647296,2998834695,5044457664
3177647296,2998834695,5043280562
3177647296,2998834695,5009314747
3004555831,2923908630,5053988551
3004555831,2923908630,5075502162
3004555831,2923908630,5061658598
3010586273,2912157499,5034733299
3010586273,2912157499,5047361673
3027610189,3004856918,5102877276
3027610189,3004856918,5034836570
3027610189,3004856918,5025761249
3027610189,3004856918,5023939894
3027610189,3004856918,5040122370
3092211855,2970750375,5081195005
3108002144,2925294592,5023656622
3108002144,2925294592,5056920568
3108002144,2925294592,5032801018
3108002144,2925294592,5069105565
3108002144,2925294592,5005492234
2962657316,2886172374,5006045114
3109390166,2921289538,5042677537
3109390166,2921289538,5008782167
3139233601,2781761072,5102018072
3139233601,2781761072,5032490871
3208821882,2995804934,5074248279
3208821882,2995804934,5004731630
3208821882,2995804934,5024370320
3208821882,2995804934,5076894714
3208821882,2995804934,5063848310
3208821882,2995804934,5033574833
2997035135,2814256753,5036701685
2997035135,2814256753,5076553536
2997035135,2814256753,5014058221
2997035135,2814256753,5000920641
3044366812,2793220723,5030596519
3044366812,2793220723,5043010158
3095827363,2966524054,5082740631
3095827363,2966524054,5005104009
3095827363,2966524054,5011173469
3095827363,2966524054,5054097399
3095827363,2966524054,5086194900
3095827363,2966524054,5004814157
3095827363,2966524054,5006468490
3095827363,2966524054,5011246055
3095827363,2966524054,5025875546
3121392215,2946532758,5018248792
3121392215,2946532758,5044672021
3121392215,2946532758,5000288583
3136032054,3092211855,5002861618
3136032054,3092211855,5055232853
3136032054,3092211855,5031753579
3136032054,3092211855,5085745151
4214731228,2998791606,5028691658
4214731228,2998791606,5090544549
4309588077,2805676619,5031349217
4309588077,2805676619,5031065128
4379185278,3017361865,5100447801
3029506124,2951505586,5011883720
3029506124,2951505586,5077129737
3133670799,2930406957,5035979980
3138590152,2969469535,5082154089
3159055469,2920808055,5030966316
3159055469,2920808055,5072750258
3159055469,2920808055,5075239221
3159055469,2920808055,5021206531
3159055469,2920808055,5081897528
3164591849,2807936125,5065398583
3164591849,2807936125,5006008703
3171019332,2835177022,5060648419
3171240224,2888719736,5053830021
3186336057,2969518125,5017319680
3186336057,2969518125,5091417501
3186336057,2969518125,5083524882
3186336057,2969518125,5041053589
3186336057,2969518125,5100700083
4210915500,2954435903,5044348147
4210915500,2954435903,5014056058
4226216941,2925462310,5007618142
4226216941,2925462310,5085936196
4296312044,2946441004,5003265941
4297964526,2887812578,5014136280
4313829844,2952072456,5060288849
4313829844,2952072456,5078119193
4313829844,2952072456,5012716882
4313829844,2952072456,5048954811
3010692738,2954988152,5078056661
3119378822,2912023657,5071543888
3129584349,2806976716,5103621792
3132838314,3038112126,5005929289
3132838314,3038112126,5086281548
